"division","grupo","clase","subclase","articulo","monto","porcentaje"
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Aceite de girasol,866657709.2903,0.002737862940298021
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Aceite de maíz,31959953.124900002,0.0001009648564783
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Aceite de oliva,135005484.381,0.0004264965377466
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Aceite de soja,2812236.3193,0.0000088841505884
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Aceite mezcla,137816459.5445,0.0004353767042111
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Otros aceites,3649022.5886999997,0.0000115276465054
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Aceites,Surtidos de aceites,604236.345,0.0000019088462243
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Grasas para la cocina,Grasa porcina,4859571.4271,0.0000153518977254
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Grasas para la cocina,Grasa vacuna,22544498.1115,0.000071220442887
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Grasas para la cocina,Margarina,25204583.0804,0.0000796239313419
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Grasas para la cocina,Otras grasas,1210505.7116,0.0000038241149779
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Grasas para la cocina,Surtidos de grasa para la cocina,143019.9,0.0000004518149204
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Aceites y grasas,Manteca,Manteca,365904669.5879,0.0011559313715296807
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Azúcar y edulcorantes,Azúcar,512536616.60058,0.001619157128695684
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Azúcar y edulcorantes,Edulcorante,126217474.2528,0.0003987342886014
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Alfajores,387771752.7956,0.0012250117894213
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Barra de cereales,76759220.9941,0.0002424904598818
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Bombones y bocaditos de chocolate,65340652.8598,0.0002064180010655
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Caramelos o confites,129223346.31019999,0.0004082301548713
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Chicles,82536764.2854,0.0002607423273649
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Chocolate para taza/repostería,40038427.7165,0.0001264856081677
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Chocolates y chocolatines,268339529.1379,0.0008477128217613
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Chupetines,16443293.9451,0.0000519460966263
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Obleas cubiertas con chocolate o con confituras,42950288.9789,0.0001356844844393
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Otras golosinas y confituras,115874976.0252,0.0003660612479027
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Otros preparados de chocolate,110331592.2059,0.0003485491148426
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Pastillas en paquete,31006348.5649,0.0000979523192834
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Surtidos de chocolates y otros dulces,3386233.1999999997,0.0000106974671616
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Chocolates y otros dulces (golosinas),Turrón,93818817.3488,0.0002963835207007
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar","Dulces, mermeladas y miel, exceptuando el Dulce de Leche",Dulce de batata,51279854.71944,0.0001619984595016
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar","Dulces, mermeladas y miel, exceptuando el Dulce de Leche",Dulce de membrillo,37092572.6633,0.0001171793419323
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar","Dulces, mermeladas y miel, exceptuando el Dulce de Leche","Mermeladas, otros dulces y jaleas",201072337.8216,0.000635208682897
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar","Dulces, mermeladas y miel, exceptuando el Dulce de Leche",Miel y similares,35676223.6013,0.0001127049461405
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar","Dulces, mermeladas y miel, exceptuando el Dulce de Leche","Surtidos de dulces, mermeladas y miel",2897702.2490000003,0.0000091541464577
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Helados,Helado envasado por kilo o litro,363309379.8648,0.0011477325780774909
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Helados,Helado individual,278414554.5189,0.0008795408875796
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Azúcar, mermelada, miel, chocolate y dulces de azúcar",Helados,Helado suelto,404273095.6733,0.0012771412687367363
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Hamburguesas de pollo,84666408.19,0.000267470096656
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Menudencias de ave,110192135.2897,0.0003481085557631
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Otras aves,5231811.265000001,0.0000165278425606
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Otros alimentos semipreparados en base a pollo para cocinar,44379799.812,0.0001402004596516
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas","Pollo entero, medio pollo",1817141693.6277,0.005740541908209329
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Pollo trozado,1973823317.5259,0.006235515652627837
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas","Preparados de pollo: Formitas, patitas, etc.",120652524.1324,0.0003811540253257
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Supremas de pollo rebozadas,1752767514.9972,0.005537177100978912
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne de ave, fresca, congelada o semipreparadas",Surtidos de carne de ave,13429651.6161,0.0000424256832504
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada","Achuras y menudencias, porcinas y ovinas",6220554.6843,0.0000196513871113
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Carré de cerdo,92261816.5937,0.0002914647914034
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Costeleta - chuleta de cerdo,336644476.3126,0.0010634953406311529
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Lechón entero o medio,85332740.7186,0.0002695751112614
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Lomo cerdo,26230799.5754,0.0000828658572837
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Otros alimentos semipreparados en base a carne porcina u ovina,18851601.1483,0.0000595541926137
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Otros cortes de carne porcina,258250369.208,0.0008158401034151
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada","Ovino y caprino, entero o por corte",80953907.3683,0.0002557419157299
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Paleta de cerdo,33552088.4526,0.0001059945795892
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Pechito de cerdo,113442108.1527,0.0003583755621754
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne porcina u ovina, fresca o congelada",Surtidos de carne porcina u ovina,18211490.9698,0.0000575320171728
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Aguja,193133899.8899,0.0006101303217585
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Asado,1982256866.5364,0.006262158121786679
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Bife ancho,531126080.9518,0.0016778832035711682
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Bife angosto,734703762.2725,0.0023210065303297485
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Bife de chorizo,129338725.4387,0.0004085946496847
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Carnaza común,254553886.0522,0.0008041625239818
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Carne picada,2309683276.0816,0.0072965326190755075
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Cuadrada,430201520.9567,0.0013590518937998115
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Cuadril,697800800.5257,0.002204426189243835
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Falda,124081951.5938,0.0003919879477063
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Hamburguesas para cocinar (semipreparados),610122250.0919,0.0019274404181389639
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Hueso con carne,436712392.2253,0.0013796204215637353
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Hueso sin carne,21230283.4874,0.0000670687005367
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Hígado,70426555.3354,0.0002224849024
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Lengua de vaca,14271121.6898,0.0000450839757982
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Lomo,219854649.4872,0.0006945439827405
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Matambre - cima,176437844.2299,0.0005573857242656
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Milanesas para cocinar (semipreparados),940823326.4035,0.0029721599324806064
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Mondongo,29214058.6408,0.0000922902867314
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Nalga,1248858221.4714,0.003945274594110524
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Otras achuras y menudencias vacunas,54093505.8749,0.0001708870797064
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Otros alimentos semipreparados en base a carne para cocinar,14050331.2227,0.0000443864754691
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Otros cortes,248537293.4199,0.0007851554744647
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Paleta,630180242.367568,0.001990805727325803
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Palomita,47404358.5906,0.0001497553592411
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Peceto,239594967.9805,0.000756905727006
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Riñón,12924771.148,0.0000408307127008
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Roast beef,284904139.1178,0.000900042168513
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Surtidos de carne fresca vacuna,426125430.035,0.0013461750934711766
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",Vacío,485739776.0172,0.0015345030882782868
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Carne vacuna, fresca, congelada o semipreparadas",bola de lomo,694746101.5697,0.002194776073661007
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Bondiola,21805339.6593,0.0000688853635222
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne","Carnes en conserva, escabeches",982360.7827999999,0.0000031033811301
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Chorizo fresco,483838665.7022,0.0015284972806554394
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Jamón cocido,431093926.69096,0.001361871097461597
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Jamón crudo,75740242.5704,0.0002392713997692
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Lomito,15517573.849,0.0000490216493883
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Matambre (fiambre),13887448.9199,0.0000438719131273
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Morcilla,75244756.0373,0.0002377061056492
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Mortadela,82966734.1514,0.0002621006474363
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Otras pastas de carne,8275321.0247,0.0000261426102944
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Otros embutidos frescos,10794370.1429,0.0000341005516495
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Otros fiambres,33320709.1004,0.0001052636278573
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Paleta (fiambre),173877654.6126,0.0005492978157428
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne","Panceta fresca, salada, ahumada",22234493.4935,0.0000702411056633
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Paté de foie - ave en lata,19456668.7667,0.0000614656649182
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Picadillo de carne en lata,32056298.1796,0.0001012692206488
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Salame,119280010.6914,0.0003768181108754
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Salamín,70041887.01190001,0.0002212696946704
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Salchicha criolla,30265135.9607,0.0000956107506362
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Salchicha tipo viena con y sin piel,337187002.1904,0.0010652092369930696
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Salchichón,9407913.1493,0.0000297205880487
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Surtidos de embutidos frescos,4327782.0874,0.0000136719192177
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Surtidos de fiambres,169238043.6782,0.0005346407963699
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,"Embutidos frescos, fiambres y procesados en base a carne",Surtidos de procesados en base a carne,165319.4,0.0000005222613885
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Carne,Otras carnes frescas o congeladas,Otras carnes frescas o congeladas,18838270.2474,0.0000595120788943
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Ananá,10995195.5429,0.0000347349802298
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Banana,698633640.15598,0.0022070572173123718
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,"Cerezas, guindas frescas",27418970.6707,0.0000866194148575
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Ciruela,50717830.817,0.0001602229668272
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Damasco,6308717.0349,0.000019929901258
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Durazno,112952592.8628,0.0003568291318413
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Frutas congeladas,51267.2,0.0000001619584819
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Frutillas frescas,103668006.5137,0.0003274981461376
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Kiwi fresco,34366454.3717,0.0001085672472593
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Limón,124675508.36185,0.0003938630560227
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Mandarina,193467912.7558,0.0006111855035648
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Manzana,507155988.7953,0.001602159159017814
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Melón fresco,46413847.1024,0.0001466262291746
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Naranja,346221721.39929,0.0010937508660963035
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Otras frutas frescas,10915267.3801,0.0000344824787492
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Palta fresca,86047929.1135,0.0002718344666918
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Pelón fresco,15567413.1016,0.0000491790968341
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Pera,118514021.1777,0.0003743982693627
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Pomelo fresco,27361241.4653,0.0000864370422202
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Sandia fresca,40238267.9982,0.0001271169246556
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Surtidos de frutas frescas o congeladas,125612296.6524,0.0003968224688522
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,Frutas frescas o congeladas,Uva fresca,83141488.5781,0.0002626527150674
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Ananá en almíbar o en conserva,7513831.68,0.0000237369852893
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Ciruelas disecadas,4018560.3334,0.0000126950551437
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Duraznos en almíbar o en conserva,96127924.02684,0.0003036782317859
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Ensalada de frutas en almíbar o  en conserva,11004616.5837,0.0000347647422895
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Frutas secas,113979524.0243,0.0003600733154898
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Otras frutas disecadas,7346309.0028,0.0000232077635162
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Otras frutas en conserva,5237803.8118,0.0000165467736468
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva",Pasas de uva,12645401.5831,0.0000399481548349
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,Frutas,"Frutas procesadas, secas o en conserva","Surtidos de frutas procesadas, secas o en conserva",1346164.525,0.0000042526754508
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Leche, queso y huevos",Huevos,Huevos de gallina,1108344591.30472,0.0035013772439616052
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Leche, queso y huevos",Huevos,Otros huevos,2701431.4461,0.0000085341063291
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Leche, queso y huevos",Leches,Leche común descremada,320428663.4207,0.001012267880599791
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Leche, queso y huevos",Leches,Leche común entera,1292626424.891,0.00408354295637326
ALIMENTOS Y BEBIDAS NO ALCOHÓLICAS,ALIMENTOS,"Leche, queso y huevos",Leches,Leche de soja,1675571.0936,0.000005293305479
