division,grupo,clase,subclase,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Aceite de girasol,24775833.31,0.001761
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Aceite de maíz,3198390.138,0.000227
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Aceite de oliva,5671977.565,0.000403
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Aceite de soja,3123958.643,0.000222
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Aceite mezcla,34071915.074,0.002421
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Otros aceites,342243.923,2.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Aceites,Surtidos de aceites,822295.063,5.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Grasas para la cocina (excluye manteca que va en productos lácteos),Grasa porcina,309691.504,2.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Grasas para la cocina (excluye manteca que va en productos lácteos),Grasa vacuna,3738828.801,0.000266
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Grasas para la cocina (excluye manteca que va en productos lácteos),Margarina,3342817.893,0.000238
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Grasas para la cocina (excluye manteca que va en productos lácteos),Otras grasas,367276.201,2.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Aceites y grasas,Grasas para la cocina (excluye manteca que va en productos lácteos),Surtidos de grasa para la cocina,24192.23,2e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Azúcar y edulcorantes,Azúcar,40348320.6769999,0.002867
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Azúcar y edulcorantes,Edulcorante,5136578.545,0.000365
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Alfajores,21214743.2030001,0.001507
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Barra de cereales,3665631.75,0.00026
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Bombones y bocaditos de chocolate,2471739.674,0.000176
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Caramelos o confites,12143706.11,0.000863
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Chicles,4185415.148,0.000297
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Chocolate para taza/repostería,2404428.377,0.000171
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Chocolates y chocolatines,9173539.76199999,0.000652
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Chupetines,1939499.821,0.000138
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Obleas cubiertas con chocolate o con confituras,798781.072,5.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Otras golosinas y confituras,11411457.562,0.000811
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Otros preparados de chocolate,4397443.633,0.000312
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Pastillas en paquete,2476129.802,0.000176
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Surtidos de chocolates y otros dulces,6253064.42899999,0.000444
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Chocolates y otros dulces (golosinas),Turrón,3174195.844,0.000226
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.","Dulces, mermeladas y miel",Dulce de batata,3580156.78,0.000254
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.","Dulces, mermeladas y miel",Dulce de membrillo,2613409.28,0.000186
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.","Dulces, mermeladas y miel","Mermeladas, otros dulces y jaleas",11362722.609,0.000807
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.","Dulces, mermeladas y miel",Miel y similares,2152116.847,0.000153
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.","Dulces, mermeladas y miel","Surtidos de dulces, mermeladas y miel",119061.453,8e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Helados,Helado envasado por kilo o litro,16509926.884,0.001173
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Helados,Helado individual,14510077.509,0.001031
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Azúcar, dulces, chocolate, golosinas, etc.",Helados,Helado suelto,16069630.405,0.001142
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas","Formitas, patitas, etc.",1918403.419,0.000136
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Hamburguesas de pollo,1002939.654,7.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Menudencias de ave,5318474.995,0.000378
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Otras aves,1576040.945,0.000112
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Otros alimentos semipreparados en base a pollo,1899557.852,0.000135
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Pollo entero,154574146.37,0.010984
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Pollo trozado,47158150.0520001,0.003351
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Supremas de pollo rebozadas,28807375.71,0.002047
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne de ave, fresca, congelada o semipreparadas",Surtidos de carne de ave,890990.788,6.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada","Achuras y menudencias, porcinas y ovinas",446318.543,3.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Carré de cerdo,1408362.832,0.0001
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Costeleta - chuleta de cerdo,3732993.4,0.000265
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Lechón entero o medio,10703555.442,0.000761
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Lomo de cerdo,433423.875,3.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Otros cortes de carne porcina,1484029.76,0.000105
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada","Ovino y caprino, entero o por corte",7854180.609,0.000558
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Paleta de cerdo,509922.552,3.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Pechito de cerdo,2489258.175,0.000177
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne porcina u ovina, fresca o congelada",Surtidos de carne porcina u ovina,824060.815,5.9e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Aguja,14232815.1,0.001011
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Asado,133255194.473,0.009469
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Bife ancho,24713356.331,0.001756
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Bife angosto,47777678.9589999,0.003395
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Bife de chorizo,6522562.586,0.000463
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Bola de lomo,36934563.792,0.002624
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Carnaza común,28518191.121,0.002026
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Carne picada,105652248.376,0.007507
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Cuadrada,29244934.852,0.002078
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Cuadril,45040450.2760001,0.0032
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Falda,11341553.623,0.000806
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Hamburguesas para cocinar (semipreparados),23524400.397,0.001672
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Hueso con carne,34323161.881,0.002439
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Hueso sin carne,1673363.576,0.000119
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Hígado,5679985.88500001,0.000404
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Lengua de vaca,992313.365,7.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Lomo,11619011.166,0.000826
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Matambre - cima,9304297.86,0.000661
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Milanesas para cocinar (semipreparados),31322245.846,0.002226
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Mondongo,2469980.329,0.000176
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Nalga,88600825.029,0.006296
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Otras achuras y menudencias vacunas,3428208.583,0.000244
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Otros alimentos semipreparados en base a carne,473459.326,3.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Otros cortes,8091413.888,0.000575
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Paleta,32007050.86,0.002274
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Palomita,2764784.889,0.000196
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Peceto,17095353.308,0.001215
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Riñón,732957.188,5.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Roast beef,10201205.448,0.000725
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Surtidos de carne fresca vacuna,34737937.86,0.002468
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Carne vacuna, fresca, congelada o semipreparadas",Vacío,18383849.168,0.001306
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Bondiola,1673858.678,0.000119
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne","Carnes en conserva, escabeches",34769.37,2e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Chorizo fresco,25748191.579,0.00183
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Jamón cocido,18632900.653,0.001324
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Jamón crudo,3678479.333,0.000261
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Lomito,472814.67,3.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Matambre (fiambre),1429844.772,0.000102
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Morcilla,4107354.539,0.000292
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Mortadela,6671524.003,0.000474
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Otras pastas de carne,224405.949,1.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Otros embutidos,1377696.78,9.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Otros fiambres,1494678.71,0.000106
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Paleta (fiambres),10515123.637,0.000747
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne","Panceta fresca, salada, ahumada",1297795.599,9.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Paté de foie - ave en lata,1168323.115,8.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Picadillo de carne en lata,2551215.499,0.000181
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Salame,6539847.03799999,0.000465
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Salamín,4396479.53,0.000312
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Salchicha criolla,981418.756,7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Salchicha tipo viena con y sin piel,17515757.729,0.001245
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne",Salchichón,1172566.441,8.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,"Fiambres, embutidos y procesados en base a carne","Surtidos de fiambres, embutidos y procesados en base a carne",11783615.166,0.000837
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Carnes y derivados,Otras carnes frescas o congeladas,Otras carnes frescas o congeladas,2835958.618,0.000202
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Ananá,842506.138,6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Banana,28219914.3969999,0.002005
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,"Cerezas, guindas frescas",430146.587,3.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Ciruela,3051542.128,0.000217
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Damasco,521046.781,3.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Durazno,8765479.394,0.000623
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Frutas congeladas,73382.037,5e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Frutillas frescas,4491816.808,0.000319
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Kiwi fresco,1423193.962,0.000101
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Limón,4112323.189,0.000292
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Mandarina,10605614.858,0.000754
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Manzana,30938367.3019999,0.002198
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Melón fresco,2165502.016,0.000154
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Naranja,19478258.508,0.001384
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Otras frutas frescas,677643.622,4.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Palta fresca,808110.266,5.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Pelón fresco,706866.938,5e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Pera,6122432.01999999,0.000435
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Pomelo fresco,2352918.548,0.000167
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Sandia fresca,2156156.525,0.000153
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Surtidos de frutas frescas o congeladas,5838811.932,0.000415
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,Frutas frescas o congeladas,Uva fresca,3971597.433,0.000282
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Aceitunas,4687687.22600001,0.000333
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Ananá en almíbar o en conserva,606808.303,4.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Ciruelas desecadas,324905.549,2.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Duraznos en almíbar o en conserva,5194035.919,0.000369
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Ensalada de frutas en almíbar o conserva,650520.813,4.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Frutas secas,2122714.221,0.000151
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Otras frutas desecadas,306345.416,2.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Otras frutas en conserva,471124.684,3.3e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva",Pasas de uva,649538.392,4.6e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,Frutas,"Frutas procesadas, secas o en conserva","Surtidos de frutas procesadas, secas o en conserva",93643.035,7e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Huevos,Huevos de gallina,62539636.4930003,0.004444
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Huevos,Otros huevos,125248.207,9e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leche común descremada,12825244.629,0.000911
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Leche, productos lácteos y huevos",Leche,Leche común entera,101832270.964,0.007236
